100,245,511,505,700,518,IsBarnes,Location,formatted_date,formatted_title,Original Folder Name,New Folder Name
,"00$aAndrew Zhou, piano.","0\$aAndrew Zhou, piano.","00$tFrom Piano sonata no. 2, ""Concord, Mass., 1840-60"" :$tThe Alcotts /$rCharles Ives --$tSix bagatelles, op. 126.$tAndante con moto ;$tAllegro ;$tAndante ;$tPresto ;$tQuasi allegretto ;$tPresto--andante amabile e con moto--tempo I /$rLudwig van Beethoven --$tPiano sonata no. 3, ""Sonata semplice""$g(2014).$tTempo di minuetto ;$tLargo e mesto ;$tInterludio tragico ;$tOstinato automatico ;$tFugue (for Christopher Stark) ;$tEpilogue: andante quasi moderato /$rNiccolo Athens --$tFrom 7 {acute}etudes for piano$g(1999-2001) :$t{acute}Etude no. 2 ;$t{acute}Etude no. 6 /$rPascal Dusapin --$tTwo-handed storytelling, for piano and pre-recorded sounds$g(2012) /$rChristopher Stark --$t(fay {commab}ce que vouldras)$g(2005) /$rJohn Zorn.","1\$aZhou, Andrew,$eperformer.","\\$oRecorded$d2014 February 21,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/21/14 0:00,"Andrew Zhou, piano.",20140221_Andrew_Zhou,
,00$aGuest duo.,"0\$aJill Dreeben, flute ; Peter Clemente, guitar.","00$tSonata in C major, BWV 1033.$tAndante ;$tAllegro ;$tAdagio ;$tMenuet I ;$tMenuet II /$rJohann Sebastian Bach --$tCanyon echos.$tDance ;$tSerenade ;$tShe mourns ;$tHe returns /$rKatherine Hoover --$tHistoire du tango.$tBordel 1900 ;$tCaf{acute}e 1930 ;$tNight-club 1960 /$rAstor Piazzolla --$tMonhegan suite.$tPrelude: 12 nautical miles ;$tSunrise at Burnt Head ;$tLobster Cove ;$tDay trippers ;$tThe trails to the headlands ;$tThe library / Jackie and Edwards ;$tSunset at the lighthouse ;$tEvening: friends and family ;$tEpilogue--dream: winter on the island /$rJohn Kusiak.","1\$aDreeben, Jill,$eperformer.;1\$aClemente, Peter Arthur,$eperformer.","\\$oRecorded$d2014 February 22,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/22/14 0:00,Guest duo.,20140222_Dreeben_Clemente,
,00$aJ.S. Bach and the lute.,"0\$aPaul O'Dette, baroque lute.","00$tPi{grave}eces pour la Luth {grave}a Monsieur Schouster, BWV 995.$tPrelude--tr{grave}es vite ;$tAllemande ;$tCourante ;$tSarabande ;$tGavotte I & II en rondeaux ;$tGigue /$rJohann Sebastian Bach --$tPartita in E major (transposed to F major), BWV 1006a.$tPrelude ;$tLoure ;$tGavotte en rondeau ;$tMinuet I & II ;$tBour{acute}ee ;$tGigue /$rJ.S. Bach --$tSuite in c minor$g(1706).$tFantasia ;$tAllemande ;$tCourante ;$tGavotte ;$tSarabande ;$tMinuet ;$tGigue /$rSylvius Leopold Weiss --$tSonata in G minor, BWV 1001.$tAdagio ;$tFuga--allegro ;$tSiciliana ;$tPresto /$rJ.S. Bach.","1\$aO'Dette, Paul,$d1954-$eperformer.","\\$oRecorded$d2014 February 23,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/23/14 0:00,J.S. Bach and the lute.,20140223_O_Dette_Lute,
,00$aEnsemble X.,0\$aVarious performers.,"00$tPillaging music /$rNico Muhly (David Friend, keyboards ; Michael Compitello, percussion) --$tO king /$rLuciano Berio (Judith Kellock, soprano ; Ariana Kim, violin ; Elizabeth Lyon, cello ; Juliana May Pepinsky, flute ; Richard Faria, clarinet ; David Friend, piano ; Steven Stucky, conductor) --$tHallelujah junction /$rJohn Adams (Ryan MacEvoy McCullough, piano I ; Claudia Chan, piano II) --$tTruffle hymn /$rAnders Hillborg (Ariana Kim, violin ; Elizabeth Lyon, cello ; Juliana May Pepinsky, flute ; Xak Bjerken, piano) --$tMemories (Ives) ;$tThe circus band (Ives) ;$tTom sails away (Ives) ;$tOld home days (Ives) ;$tGrantchester (Brooke) ;$tCharlie Rutlag (""Kid"" O'Malley) ;$tSerenity (Whittier) ;$tAt the river (Lowry) ;$tEvening (Milton) ;$tIn the night /$rCharles Ives ;$rarr. Sebastian Gottschick (Judith Kellock, soprano ; Robert Isaacs, countertenor ; Marc Webster, bass ; Members of the Cornell University Glee Club).",,"\\$oRecorded$d2014 March 2,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/2/14 0:00,Ensemble X.,20140302_Ensemble_X,
,00$aEn chordais.,"0\$aKyriakos Petras, violin ; Kyriakos Kalaitzidis, oud, voice ; Drosos Koutsokostas, voice, lute ; Alkis Zopoglou, quanun ; Petros Papageorgiou, percussion.","00$tBeikos, tune from Smyrna --$tT' aidonia tis anatolis = (""The nightingales of the east"")$g(Greek folk song) /$rfrom codice Iviron monastery 1203b (early 17th c.) --$tTraditional songs and melodies from Asia Minor, Constantinople and Smyrna$g(19th- early 20th) --$tBam, tis triantafylias ta fylla = (""Rose petals"") ;$tMatia mou = (""My eyes"") ;$tAidinikos karsilamas = (""Karsilamas dance from Aidini"") ;$tSe kainourgia varka bika = (""I got into a new boat"") ;$tTatavliano hasapiko = (""Hasapiko dance from Tatavli-Constantinople) ;$tPolitissa mou emorfi = (""My lovely Constantinopolitan girl"") ;$tPaliambelo ;$tI poli ke o Vosporos = (""Constantinoplpe and the Bosphorus--sousta dance) --$tNight /$rAlkis Zopoglou, contemporary composition --$tThe golden sheaf of time /$rKyriakos Kalaitzidis, contemporary composition --$tGallop /$rKyriakos Kalaitzidis, contemporary composition --$tKarotseris = (""Carriage driver""), song from Constantinople.","1\$aPetras, Kyriakos,$eperformer.;1\$aKalaitzidis, Kyriakos,$eperformer.;1\$aKoutsokostas, Drosos,$eperformer.;1\$aZopoglou, Alkis,$eperformer.;1\$aPapageorgiou, Petros,$eperformer.","\\$oRecorded$d2014 March 4,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/4/14 0:00,En chordais.,20140304_En_Chordais,
,00$aCornell Chamber Orchestra.,"0\$aCornell Chamber Orchestra ; Chris Younghoon Kim, conductor ; with guests Richard Faria, clarinet ; Joseph Phibbs, composer.","00$tClarinet concerto$g(2009).$tLargo ;$tAnimato ;$tNotturno (vocalise) /$rJoseph Phibbs (with Mr. Faria) --$tAncient airs and dances, suite no. 3$g(1932).$tItaliana (anonymous) ;$tArie di corte (Jean-Baptiste Besard) ;$tSiciliana (anonymous) ;$tPassacaglia (Lodovico Roncalli) /$rOttorino Respighi.","1\$aKim, Chris Younghoon,$econductor.;1\$aFaria, Richard,$eperformer.;1\$aPhibbs, Joseph,$d1974-$eperformer.","\\$oRecorded$d2014 March 8,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/8/14 0:00,Cornell Chamber Orchestra.,20140308_Cornell_Chamber_Orchestra,
,00$aD.M.A. lecture-recital.,"0\$aDavid Friend, piano.","00$tFrom J{acute}at{acute}ekok, volume I-II :$t({uml}ot kis zongoradarab) = (""Five little piano pieces"") ;$tVeszeked{acute}es (1) = (""Quarrelling (1)"") ;$tN{acute}emaj{acute}at{acute}ek (Veszedked{acute}es 2) = (""Dumb-show (Quarrelling 2)"") ;$tVir{acute}ag az ember... (1b) = (""Flowers we are, frail flowers... (1b)"") ;$t...a csillag is vir{acute}ag... = (""...flowers also the stars..."") ;$tHommage {grave}a Kadosa, 12 mikrol{acute}udium = (""12 microludes"") /$rGy{uml}orgy Kurt{acute}ag --$tFrom Mikrokosmos, volumes I-III, Sz. 107, BB 105 :$tLass{acute}u t{acute}anc = (""Slow dance"") ;$tPentat{acute}on dallam = (""Pentatonic melody"") ;$tT{uml}ort akkordok = (""Broken chords"") /$rB{acute}ela Bart{acute}ok --$tFrom J{acute}at{acute}ekok, volume III :$tJ{acute}at{acute}ek a v{acute}egtelennel = (""Play with infinity"") ;$t12 {acute}uj mikrol{acute}udium = (""12 new microludes"") /$rKurt{acute}ag --$tFrom Mikrokosmos, volumes IV-VI, Sz. 107, BB 105 :$tFelhangok = (""Harmonics"") ;$tDudamuzsika = (""Bagpipe"") ;$tHat t{acute}anc bolg{acute}ar ritmusban, #6 = (""Six dances in Bulgarian rhythm, #6"") /$rBart{acute}ok --$tFrom J{acute}at{acute}ekok, volume V-VI :$tVir{acute}ag az ember... (Ill{acute}es {acute}Arp{acute}ad eml{acute}ek{acute}ere) = (""Flowers we are...(in memoriam {acute}Arp{acute}ad Ill{acute}es"") ;$tN{acute}eh{acute}any f{dblac}usz{acute}al Martyn Kl{acute}ara eml{acute}ekezet{acute}ere = (""Grassblades in memory of Kl{acute}ara Martyn"") ;$t...humble regard sur Olivier Messiaen... (a) ;$t...humble regard sur Olivier Messiaen... (b) ;$tSzemt{dblac}ol-szembe = (""Face to face"") ;$tVir{acute}ag nuri{acute}anak (a) = (""A flower for Nuria (a)"") ;$tVir{acute}ag nuri{acute}anak (b) = (""A flower for Nuria (b)"") ;$tAn apocryphal hymn (in the style of Alfred Schnittke), for Yvar Mikashoff) /$rKurt{acute}ag.","1\$aFriend, David$c(Pianist),$eperformer.","\\$oRecorded$d2014 March 11,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/11/14 0:00,D.M.A. lecture-recital.,20140311_David_Friend,
,00$aContrapunkt.,"0\$aPatrick Braga, Jasmine Edison, and Paul Hwang, directors.","00$tSchneetanz, from op. 24 /$rPatrick Braga (Patrick Braga, piano) --$tIn skies we meet$g(2012) /$rEric Ye (Sarah McDonald and Jacob Cohen, violins ; Andrea Jin, viola ; Yena Kang, cello ; Aaron Gittelman, bass) --$tFantasy of hearts$g(2012) /$rYe (Sarah McDonald and Jacob Cohen, violins ; Andrea Jin, viola ; Yena Kang, cello ; Aaron Gittelman, bass ; Jeffrey Lau, clarinet ; James Knight, horn ; Serim An, piano) --$tLa tricotea: a chamber opera, op. 25, opening scenes /$rBraga (Emily Gustafson and Claire Lender, sopranos ; Michael Gross, countertenor ; Patrick Weill and Becket Harney, tenors ; Christian Waibel, bass ; Jacob Cohen and Sarah McDonald, violins ; Paul Hwang, violin ; Patrick Braga, piano/harpsichord).","1\$aBraga, Patrick.;1\$aEdison, Jasmine.;1\$aHwang, Paul.","\\$oRecorded$d2014 March 13,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/13/14 0:00,Contrapunkt.,20140313_Contrapunkt,
,00$aHonors thesis concert.,"0\$aErik Rego, songwriter.","00$tInto a dream ;$tThe things you do ;$tShe won't know ;$tLet's stay this far apart ;$tPiece by piece ;$tA thing that could have been ;$tSomewhere for you to be ;$tCanvas on the wall ;$tBringing me down ;$tWhat a lovely day$r(Erik Rego, guitar, vocals ; Zach Hempstead, keyboard ; Adam Beckwith, percussion ; Michael Charles, bass ; Roshun Alur, tenor saxophone ; Justin Charles, trumpet ; Frank Gonzalez, trombone ; Sara Birmingham, vocals ; Jacob Cohen, fiddle).","1\$aRego, Erik,$eperformer.","\\$oRecorded$d2014 March 16,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/16/14 0:00,Honors thesis concert.,20140316_Erik_Rego,
,"00$aGuest artist, Gilbert Kalish, piano.","0\$aGilbert Kalish, piano ; with Miri Yampolsky, piano.","00$tIn the mists.$tAndante ;$tMolto adagio ;$tAndantino ;$tPresto /$rLeo{caron}s Jan{acute}a{caron}cek --$tSuite no. 2 for two pianos, op. 17.$tIntroduction ;$tValse ;$tRomance ;$tTarantelle /$rSergei Rachmaninoff (with Ms. Yampolsky) --$tPiano sonata no. 2, Concord, Mass., 1840-60.$tEmerson ;$tHawthorne ;$tThe Alcotts ;$tThoreau /$rCharles Ives.","1\$aKalish, Gilbert,$eperformer.;1\$aYampolsky, Miri,$eperformer.","\\$oRecorded$d2014 March 16,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/16/14 0:00,"Guest artist, Gilbert Kalish, piano.",20140316_Gilbert_Kalish,
,"00$aElizabeth Shuhan, flute, with Siu Yan Luk, piano, Zachary Sweet, cello.","0\$aElizabeth Shuhan, flute ; with Siu Yan Luk, piano ; Zachary Sweet, cello.","00$tFirst sonata for flute and piano, H. 306.$tAllegro moderato ;$tAdagio ;$tAllegro poco moderato /$rBohuslav Martin{ring}u (with Ms. Luk) --$tTrio in G minor for flute, cello and piano, op. 63.$tAllegro moderato ;$tScherzo: allegro vivace ;$tSch{uml}afers klage = (""Shepherd's lament) : andante espressivo ;$tFinale: allegro /$rCarl Maria Von Weber (with Mr. Sweet and Ms. Luk) --$tSonata for flute and piano.$tAllegro assai ;$tLento e molto espressivo ;$tPresto /$rSamuel Zyman (with Ms. Luk).","1\$aShuhan, Elizabeth,$eperformer.;1\$aLuk, Siu Yan,$d1981-$eperformer.;1\$aSweet, Zachary,$eperformer.","\\$oRecorded$d2014 March 17,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/17/14 0:00,"Elizabeth Shuhan, flute, with Siu Yan Luk, piano, Zachary Sweet, cello.",20140317_Elizabeth_Shuhan,
,"00$aGuest artist, Matthew Bengston, piano, with John Haines-Eitzen, cello, Ariana Kim, violin.","0\$aMatthew Bengston, piano ; John Haines-Eitzen, cello ; Ariana Kim, violin.","00$tSuite for solo violoncello.$tPreludio--fantasia ;$tSardana (danza) ;$tIntermezzo e danza finale /$rGaspar Cassad{acute}o --$tCanci{acute}on y danza, no. 7 /$rFederico Mompou --$tFrom Iberia, book 3 :$tEl Albaic{acute}in /$rIsaac Alb{acute}eniz --$tSuite de canciones y danzas, for cello and piano$g(2008).$tPreludio ;$tCanci{acute}on triste ;$tDanza r{acute}apida ;$tCanci{acute}on de amor ;$tDanza final /$rRoberto Sierra --$tPiano trio in D minor, op. 120.$tAllegro, ma non troppo ;$tAndantino ;$tAllegro vivo /$rGabriel Faur{acute}e.","1\$aBengston, Matthew,$eperformer.;1\$aHaines-Eitzen, John,$eperformer.;1\$aKim, Ariana,$eperformer.","\\$oRecorded$d2014 March 19,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/19/14 0:00,"Guest artist, Matthew Bengston, piano, with John Haines-Eitzen, cello, Ariana Kim, violin.",20140319_Matthew_Bengston,
,00$a23rd annual Cornell jazz festival.,"0\$aCornell University jazz faculty ; with guest Gary Smulyan, baritone saxophone ; Paul Merrill, trumpet ; Joe Salzano, alto sax ; Dino Losito, piano ; Peter Chwazik, bass, guitar ; Jordan Morton, bass, vocals ; Greg Evans, drums.","00$a""Selections will be announced from the stage; there will be a short intermission.""--Program","1\$aSmulyan, Gary,$eperformer.;1\$aMerrill, Paul,$d1972-$eperformer.;1\$aSalzano, Joe,$eperformer.;1\$aLosito, Dino,$eperformer.;1\$aChwazik, Peter,$eperformer.;1\$aMorton, Jordan,$eperformer.;1\$aEvans, Greg,$eperformer.","\\$oRecorded$d2014 March 21,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/21/14 0:00,23rd annual Cornell jazz festival.,20140321_Gary_Smulyan,
,00$a23rd annual Cornell jazz festival.,"0\$aCornell University Jazz Band ; Gussman Sextet ; Paul Merrill, director ; with guest Josh Evans, trumpet.","00$tBud Powell /$rChick Corea --$tI have a dream /$rHerbie Hancock --$tFunkallero /$rBill Evans --$tUna mas /$rKenny Dorham (with Mr. Evans) --$tCatch Phrase /$rSteve Brown --$tChenga de saudade /$rVinicius de Moraes/Antonio Carlos Jobim ;$rarr. Mark Taylor ;$rEng. lyrics Jon Hendricks/Jessie Cavanaugh (Tessa Buono, vocals) --$tProject S /$rJimmy Heath --$tAlbany ave /$rJosh Evans --$tPrayer for the innocent /$rEvans --$tSeven steps to heaven /$rVictor Feldman ;$rarr. Ray Brown (with Mr. Evans).","1\$aMerrill, Paul,$d1972-;1\$aEvans, Josh,$eperformer.","\\$oRecorded$d2014 March 22,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/22/14 0:00,23rd annual Cornell jazz festival.,20140322_CU_Jazz_Band,
,"00$aRyan MacEvoy McCullough, piano :$ba childish sense of time.","0\$aRyan MacEvoy McCullough, piano.","00$tPiano sonata no. 1, Arcata, CA$g(2007).$tModerato ritmico ;$tLargo--poco animato ;$tToccata agitato ;$tShibui--a dirge in memory of my mentor, Deborah Clasquin$g(2009) ;$tDrive-thru etudes, book 1, Upland, CA$g(2008-11).$tFive finger discout (etude on a ""five-finger"" position) ;$tButton masher (etude on clusters) ;$tScratch record (etude for sostenuto pedal) ;$tDoor-to-door (stride piano etude) ;$tPadua (etude on fluctuating intervals) ;$tKalili hamana (etude for thumbs and pinkies only) /$rDante De Silva --$t Nemo sleeps$g(2011).$tan invitation to slumberland ;$tstilts ;$tthe pie-eaters ;$tNemo pleads to father time ;$tsnow falls in the valley of silence (Nemo holds his breath) ;$tLunatix, and the rising bed ;$tas fast as a bed can run ;$tNemo steals a kiss from the queen of the glass people /$rJohn Liberatore --$tChants de terre et de ciel$g(1938).$tBail avec me (pour ma femme) ;$tAntienne du silence (pour le jour des Anges gardiens) ;$tDanse du b{acute}eb{acute}e-Pilule (pour mon petit Pascal) ;$tArc-en-ciel d'innocence (pour mon petit Pascal) ;$tMinuit pile et face (pour la mort) ;$tR{acute}esurrection (pour le jour de P{circ}aques) /$rOlivier Messiaen (with Lucy Fitz Gibbon, soprano).","1\$aMcCullough, Ryan MacEvoy,$eperformer.","\\$oRecorded$d2014 March 23,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/23/14 0:00,"Ryan MacEvoy McCullough, piano: a childish sense of time.",20140323_Ryan_McCullough,
,"00$aMaster class with Jason Wang, tenor.","0\$aBlaise Bryski, Jordan Musser, piano.","00$tFrom Messiah, HWV 56 :$tThe people that walked in darkness /$rGeorge Frideric Handel (Martin Mahoney, baritone) --$tFrom Folk songs arrangements, vol. 1, British Isles :$tThe Salley gardens /$rarr. Benjamin Britten (Eilis Monahan, soprano) --$tFrom La clemenza di Tito, K. 621 :$tParto, parto, ma tu, ben mio /$rWolfgang Amadeus Mozart (Carolyn Krupski, soprano ; Jeffrey Lau, clarinet) --$tFrom Five Hebrew love songs :$tKala, Kalla /$rEric Whitacre (Annalyse Moskeland, soprano ; Sarah McDonald, violin) --$tFrom Mass :$tA simple song /$rLeonard Bernstein (Soobin Han, tenor) --$tFrom Le nozze di Figaro :$tDeh vieni, non tardar /$rMozart (Emma Kateltas, soprano) --$tFrom Serse :$tOmbra mai fu /$rHandel (Lee Tyson, mezzo-soprano) --$tFrom M{uml}orike-Lieder (Eduard M{uml}orike) :$tDas verlassene M{uml}agdlein /$rHugo Wolf (Emily Gustafson, soprano).","1\$aWang, Jason.;1\$aBryski, Blaise,$eperformer.;1\$aMusser, Jordan,$eperformer.","\\$oRecorded$d2014 March 25,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/25/14 0:00,"Master class with Jason Wang, tenor.",20140325_Jason_Wang_Master_Class,
,"00$aXak Bjerken, piano, with guest Karl Paulnack, piano.","0\$aXak Bjerken, piano ; with guest Karl Paulnack, piano.","00$tEphemera /$rJesse Jones --$tFantasy in C major, D. 760 (""Wanderer"") /$rFranz Schubert --$tVisions de l'Amen$g(1943).$tAmen de la cr{acute}eation ;$tAmen des {acute}etoiles, de la plante a l'anneau ;$tAmen de l'agonie de J{acute}esus ;$tAmen du d{acute}esir ;$tAmen des anges, des saints, du chant des oiseaux ;$tAmen du judgement ;$tAmen de la consummation /$rOlivier Messiaen (Mr. Paulnack, piano I ; Mr. Bjerken, piano II).","1\$aBjerken, Xak,$eperformer.;1\$aPaulnack, Karl,$eperformer.","\\$oRecorded$d2014 March 27,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/27/14 0:00,"Xak Bjerken, piano, with guest Karl Paulnack, piano.",20140327_Xaj_Bjerken_Piano,
,00$aSenior recital.,"0\$aTevin Conner, flute ; with Isabella Wang, flute ; Elizabeth Shuhan, flute ; Sophie Ruff, oboe ; Tyler Ehrlich, clarinet ; Derek Maseloff, horn ; Jason Lee, bassoon.","00$tAndante in C major, K. 315 /$rWolfgang Amadeus Mozart --$tSix pieces for flute and piano.$tSong of the ashuge ;$tLullaby ;$tDance ;$tIn the Azerbaijan Mountains ;$tAt the spring ;$tNocturne /$rFikret Amirov --$tFrom Flute trio in B minor, op. 90 :$tAllegro non tanto /$rFriedrich Kuhlau --$tFrom 24 caprices for solo violin, op. 1 :$tModerato /$rNiccol{grave}o Paganini --$tFrom Quintet for winds no. 3 :$tVery fast /$rDavid Maslanka --$tSonatine /$rPierre Sancan.","1\$aConner, Tevin,$eperformer.;1\$aWang, Isabella,$eperformer.;1\$aShuhan, Elizabeth,$eperformer.;1\$aRuff, Sophie,$eperformer.;1\$aEhrlich, Tyler,$eperformer.;1\$aMaseloff, Derek,$eperformer;1\$aLee, Jason,$eperformer.","\\$oRecorded$d2014 April 7,$pBarnes Hall, Cornell University.",TRUE,Barnes,4/7/14 0:00,Senior recital.,20140407_Tevin_Conner_Recital,
,00$aFestival Chamber Orchestra.,"0\$aChris Younghoon Kim, conductor.","00$tEyelids are islands /$rTonia Ko --$tTorch song (sonnet III) /$rLoren Loiacono (Judith Kellock, soprano) --$tIn the cloud forest /$rNiccolo D. Athens.","1\$aKim, Chris Younghoon,$econductor.","\\$oRecorded$d2014 April 12,$pBarnes Hall, Cornell University.",TRUE,Barnes,4/12/14 0:00,Festival Chamber Orchestra.,20140412_Festival_Chamber_Orchestra,
,00$aStudent chamber music recital.,"0\$a1st-3rd works: Kyuree Kang, piano.;0\$a4th work: Sarah McDonald, violin ; Paul Miller, viola ; Gregory Chu, cello ; Tom Leeson, double bass ; Danielle Sims, clarinet ; William Voge, horn ; Marion Quien, bassoon.","00$tPrelude and fugue in D major, BWV 874 /$rJohann Sebastian Bach --$tPiano sonata in A major, op. 2, no. 2 /$rLudwig van Beethoven --$tVariations, op. 41 /$rNikolai Kapustin --$tSeptet in E-flat major, op. 20$g(1800) /$rBeethoven.",,"\\$oRecorded$d2013 November 24,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/24/13 0:00,Student chamber music recital.,20131124_Student_Chamber_Music,
,00$aCornell Contemporary Chamber Players.,"0\$aCornell Contemporary Chamber Players (Tonia Ko and Loren Loiacono, directors).","00$tBrush Creek.$tDawn /$rCorey Keating (Ryan McCullough, piano) --$tPiano sonata no. 2$g(2010) /$rNiccolo Athens (Euntaek Kim, piano) --$t...and again...$g(2010, rev. 2013) /$rLouis Chiappetta (Ariana Kim, violin ; Elizabeth Lyon, cello ; Rebecca Tobin, clarinet ; Xak Bjerken, piano) --$tAlbatross$g(2013) /$rLoren Loiacono (Ariana Kim, violin ; Elizabeth Lyon, cello ; Rebecca Tobin, clarinet ; Loren Loiacono, piano) --$tRelics I$g(2010) /$rMichael Small (Ryan McCullough, piano).","1\$aKo, Tonia,$d1988-;1\$aLoiacono, Loren,$d1989-","\\$oRecorded$d2013 November 23,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/23/13 0:00,Cornell Contemporary Chamber Players.,20131123_CU_Contemporary_Chamber_Players,
,00$aSenior recital.,"0\$aPatrick Weill, tenor ; with Katie Ahrens, piano.","00$tLiederkreis, op. 24.$tMorgens steh' ich auf und frage ;$tEs treibt mich hin ;$tIch wandelte unter den B{uml}aumen ;$tLieb' Liebchen ;$tSch{uml}one Wiege meiner Leiden ;$tWarte, warte wilder Schiffsman ;$tBerg' und Burgen schaun herunter ;$tAnfangs wollt ich fast verzagen ;$tMit Myrten und Rose /$rRobert Alexander Schumann --$tAutomne ;$tLe secret ;$tLes berceaux /$rGabriel Faur{acute}e --$tIl fervido desiderio /$rVincenzo Bellini ;$tIntorno all'idol mio /$rMarco Antonio Cesti ;$tIl mio bel foco /$rFrancesco Bartolomeo Conti --$tThree Shakespeare songs, op. 6.$tCome away, death ;$tO mistress mine ;$tBlow, blow thou winter wind /$rRoger Quilter.","1\$aWeill, Patrick,$eperformer.;1\$aAhrens, Katie,$eperformer.","\\$oRecorded$d2014 April 15,$pBarnes Hall, Cornell University.",TRUE,Barnes,4/15/14 0:00,Senior recital.,20140415_Patrick_Weill,
