001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,045_##$a,100_1#$a,100_1#$c,100_1#$d,100_1#$q,240_10$a,240_10$l,245_10$a,245_10$b,245_10$h,245_12$a,245_12$h,245_13$a,245_13$h,245_14$a,245_14$h,260_##$c,300_##$a,300_##$b,500_##$a,505_0#$a,510_4#$a,510_4#$b,510_4#$c,518_##$a,520_##$a,540_##$a,600_00$a,600_00$d,600_00$x,600_07$0,600_07$2,600_07$a,600_07$d,600_10$a,600_10$d,600_10$q,600_10$t,600_10$x,600_17$0,600_17$2,600_17$a,600_17$d,600_17$q,610_10$a,610_10$b,610_17$0,610_17$2,610_17$a,610_17$b,610_20$a,610_20$x,610_20$y,610_27$0,610_27$2,610_27$a,611_27$0,611_27$2,611_27$a,630_#7$0,630_#7$2,630_#7$a,630_00$a,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,651_#0$a,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_1#$4,710_1#$a,710_1#$b,830_#0$a,830_#0$p,830_#4$a,899_1#$a,905_##$a,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$x,leader
3603541,20151214183315.0,ss|lmnjluz|nuu,991101s1990 nyunnn l eng d,(OCoLC)63901134,NIC,NIC,NIC,,"Hays, K. Michael.",,,,,,Mass culture and artistic autonomy,,[sound recording],,,,,,,1990.,1 sound cassette (76 min.) :,"analog, mono.","Speaker(s): Doctor of Philosophy, MIT.",,,,,"Lecture, October 15, 1990, 5:30 pm, 120 Baker Laboratory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preston H. Thomas memorial lectures.,,,CULectures,19991201120000.0,,,,,,00824cim a22002532u 4500
3603543,20151214183315.0,ss|lmnjluz|nuu,991101s1990 nyunnn l eng d,(OCoLC)63901136,NIC,NIC,NIC,,"Hays, K. Michael.",,,,,,Ideology and the production of meaning,,[sound recording],,,,,,,1990.,1 sound cassette (77 min.) :,"analog, mono.","Speaker(s): Doctor of Philosophy, MIT.",,,,,"Lecture, October 17, 1990, 5:30 pm, 120 Baker Laboratory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preston H. Thomas memorial lectures.,,,CULectures,19991201120000.0,,,,,,00828cim a22002532u 4500
3603750,20151214183327.0,ss|lmnjluz|nuu,991101s1991 nyunnn l eng d,(OCoLC)63901465,NIC,NIC,NIC,,"Bhutto, Benazir,",,1953-2007.,,,,[Benazir Bhutto speaks at Cornell.],,[sound recording],,,,,,,1991.,1 sound cassette (51 min.) :,"analog, mono.","Speaker(s): Former Prime Minister of Pakistan, author of ""Policy
                in Perspective"" and ""Daughter of Destiny"".",,,,,"Lecture, January 31, 1991, 8:00 pm, Bailey Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Norris Oliphant distinguished speakers.,,,CULectures,19991201120000.0,,,,,,01163cim a22002532u 4500
3603786,20151214183329.0,ss|lmnjluz|nuu,991101s1991 nyunnn l eng d,(OCoLC)63901522,NIC,NIC,NIC,,"Tobias, Sheila.",,,,,,Schlafly phenomenon,,[sound recording],,,,,,,1991.,1 sound cassette (70 min.) :,"analog, mono.","Speaker(s): Founder of Cornell's Women Studies
                Program.",,,,,"Lecture, February 13, 1991, 12:00 pm, 394 Uris Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,,,,,,00754cim a22002412u 4500
3603717,20151214183324.0,ss|lmnjluz|nuu,991101s1991 nyunnn l eng d,(OCoLC)63901411,NIC,NIC,NIC,,"Biden, Joseph R.",,,,,,Equal justice under the law,,[sound recording],,,,,,,1991.,1 sound cassette (92 min.) :,"analog, mono.","Speaker(s): U.S. Senator, Chair, U.S. Senate Judiciary
                Committee.",,,,,"Lecture, April 19, 1991, 8:00 pm, Moot Court Room, Myron Taylor
                Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preserving fair process for indigent criminal defendents in an
                overloaded system.",,,CULectures,20000303120000.0,,,,,,01190cim a22002532u 4500
3604446,20151214183414.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902801,NIC,NIC,NIC,,"Piper, Adrian.",,,,,,Xenophobia and Kantian rationalism,,[sound recording],,,,,,,1992.,1 sound cassette (87 min.) :,"analog, mono.",Speaker(s): Wellesley College.,,,,,"Lecture, February 27, 1992, 4:30 pm, Room D, Goldwin Smith
                Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theorizing race and racism.,,,CULectures,19991201120000.0,,,,,,00956cim a22002652u 4500
3604151,20151214183354.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902253,NIC,NIC,NIC,,"Mosse, George L.",,1918-1999.,"(George Lachmann),",,,Theory of the monument of the Third Reich,,[sound recording],,,,,,,1992.,1 sound cassette (55 min.) :,"analog, mono.","Speaker(s): Professor of history, University of Wisconsin at Madison;
                Clark Fellow, Cornell.",,,,,"Lecture, April 4, 1992, 7:00 pm, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, memory, Holocaust: a symposium and exhibit.",,,CULectures,20000228120000.0,,,,,,01057cim a22002532u 4500
3604155,20151214183355.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902258,NIC,NIC,NIC,,"Taylor, Mark C.,",,1945- ,,,,Not architecture,,[sound recording],,,,,,,1992.,1 sound cassette (73 min.) :,"analog, mono.","Speaker(s): Professor of religion, Williams College.",,,,,"Lecture, April 5, 1992, 11:40 am, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, memory, Holocaust: a symposium and exhibit.",,,CULectures,20000328120000.0,,,,,,00969cim a22002532u 4500
3604156,20151214183355.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902259,NIC,NIC,NIC,,"Milton, Sybil.",,,,,,"Changing meaning and context of Holocaust memorials in
                Germany",,[sound recording],,,,,,,1992.,1 sound cassette (49 min.) :,"analog, mono.","Speaker(s): Senior Resident Historian, United States Holocaust
                Memorial Council.",,,,,"Lecture, April 5, 1992, 1:40 pm, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, memory, Holocaust: a symposium and exhibit.",,,CULectures,19991201120000.0,,,,,,01027cim a22002532u 4500
3604157,20151214183355.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902265,NIC,NIC,NIC,,"Allen, Stan.",,,,,,Practices of laughter,,[sound recording],,,,,,,1992.,1 sound cassette (63 min.) :,"analog, mono.","Speaker(s): Practicing architect, professor of architecture, Columbia
                University.",,,,,"Lecture, April 5, 1992, 2:30 pm, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, memory, Holocaust: a symposium and exhibit.",,,CULectures,20000112120000.0,,,,,,00990cim a22002532u 4500
3604158,20151214183355.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902271,NIC,NIC,NIC,,"O'Neil, Shayne.",,,,,,Autonomous art after Auschwitz: difficulty versus density,,[sound recording],,,,,,,1992.,1 sound cassette (66 min.) :,"analog, mono.","Speaker(s): Architect, professor of architecture, Massachusettes
                Institute of Technology.",,,,,"Lecture, April 5, 1992, 3:40 pm, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, memory, Holocaust: a symposium and exhibit.",,,CULectures,19991201120000.0,,,,,,01032cim a22002532u 4500
3604200,20151214183357.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902347,NIC,NIC,NIC,,"Gilman, Sander L.",,,,,,"Architecture, memory, Holocaust: closing remarks",,[sound recording],,,,,,,1992.,1 sound cassette (90 min.) :,"analog, mono.","Speaker(s): The closing panel was made up of various speakers from
                the conference.",,,,,"Panel, April 5, 1992, 3:45 pm, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architecture, memory, Holocaust: a symposium and exhibit.",,,CULectures,20000228120000.0,,,,,,01022cim a22002532u 4500
3604197,20151214183357.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902342,NIC,NIC,NIC,,"Chavez, Cesar,",,1927-1993.,,,,No Grapes,,[sound recording],,,,,,,1992.,1 sound cassette (75 min.) :,"analog, mono.","Speaker(s): President and founder, United Farm Workers.",,Cornell Chronicle,4/16/92,p.6.,"Lecture, April 8, 1992, 8:00 pm, 200 Baker Laboratory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,20000310120000.0,,,,,,00951cim a22002532u 4500
3604223,20151214183358.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902399,NIC,NIC,NIC,,"Edwards, Melvin.",,,,,,"Art in architecture: the relationship of art to architecture from a
                cultural perspective",,[sound recording],,,,,,,1992.,1 sound cassette (75 min.) :,"analog, mono.",Speaker(s): Rutgers University.,,,,,"Lecture, April 11, 1992, 2:00 pm, 115 Tjaden Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Actual American city: cultural visions and perspectives.,,,CULectures,19991201120000.0,,,,,,00911cim a22002532u 4500
3604195,20151214183357.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902339,NIC,NIC,NIC,,"Appiah, Anthony.",,,,,,My father's house,,[sound recording],,,,,,,1992.,1 sound cassette (87 min.) :,"analog, mono.","Speaker(s): Afro-American Studies, Harvard University.",,,,,"Lecture, April 13, 1992, 4:30 pm, Lecture Room D, Goldwin Smith
                Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theorizing race and racism.,,,CULectures,19991201120000.0,,,,,,00941cim a22002532u 4500
3602643,20151214183151.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63899704,NIC,NIC,NIC,,"Derrida, Jacques.",,,,,,Is my death possible? (part I),,[sound recording],,,,,,,1992.,2 sound cassettes (107 min.) :,"analog, mono.","Speaker(s): Professor of the History of Philosophy, Ecole des Hautes
                Etudes en Science Sociales, Paris; former A.D. White Professor-at-Large.",,,,,"Lecture, October 6, 1992.","Derrida attempts to more closely define death and some of the
                semantics that surround it. Quoting extensively from Heiddeger, he discusses the
                limitations on knowledge of death and death's transferable, ever-pervasive
                property. NOTE: Speaker pauses in the first few moments of the lecture while a P.A.
                problem is corrected. 2-3 minutes of associated hum on the tape is quickly
                corrected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,,,,,,01244cim a22002532u 4500
3602653,20151214183151.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63899722,NIC,NIC,NIC,,"Derrida, Jacques.",,,,,,Is my death possible? (part II),,[sound recording],,,,,,,1992.,2 sound cassettes (138 min.) :,"analog, mono.","Speaker(s): Professor of the History of Philosophy, Ecole des Hautes
                Etudes en Sciences Sociales, Paris; Former A.D. White Professor-At-Large.",,,,,"Lecture, October 7, 1992.","Derrida examines the concept of death and of ""Dasein"" as
                analyzed by Heidegger in his his text ""Being and Time"". In exploring the
                various constructions of death, he incorporates linguistical analyses as well as a
                comparison to other domains such as anthropology and history. He also argues that,
                although Heidegger denies the link, his analysis is not possible without a
                Judeo-Christian concept of death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,,,,,,01301cim a22002652u 4500
3603352,20151214183258.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63900825,NIC,NIC,NIC,,"Denes, Agnes.",,,,,,Mapping the invisible,,[sound recording],,,,,,,1992.,1 sound cassette (75 min.) :,"analog, mono.","Speaker(s): Visual artist, a retrospective of whose work is on
                exhibit at the Johnson Museum of Art, Fall 1992.",,,,,"Lecture, October 14, 1992.","In this lecture, delivered during a retrospective of her work at the
                Johnson Art Museum at Cornell, Fall 1992, Denes reflects on themes of her work as a
                visual artist such as mapping the invisible, mapping thoughts, the discovery of
                truth, reality and misconception. Specific works described include her ""Pyramid
                Series"", in which she translates Pascal's triangle into visual form,
                ""Tree Mountain"", and ""Wheat Field"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy G. Dickenson visiting artist lectures.,,,CULectures,19991201120000.0,,,,,,01305cim a22002652u 4500
3604366,20151214183408.0,ss|lmnjluz|nuu,991101s1992 nyunnn l eng d,(OCoLC)63902636,NIC,NIC,NIC,,"Meier, Richard.",,,,,,"Light, space and form: the heart of architecture",,[sound recording],,,,,,,1992.,1 sound cassette (47 min.) :,"analog, mono.",Speaker(s): Architect.,,,,,"Lecture, October 29, 1992.","Meier discusses the role of light in arhictecture, citing his own
                architecture in particular. He discusses the different aspects of architecture for
                different kinds of buidlings, focusing especially on museums. He analyzes the
                relationship between landscape and architecture, and concludes that space, light,
                and form are the heart of architecture.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trustee Council Weekend events.,,,CULectures,19991201120000.0,,,,,,01222cim a22002772u 4500
3604914,20151214183454.0,ss|lmnjluz|nuu,991101s1993 nyunnn l eng d,(OCoLC)63903687,NIC,NIC,NIC,,"Vonnegut, Kurt.",,,,,,How to get a job like mine,,[sound recording],,,,,,,1993.,1 sound cassette (66 min.) :,"analog, mono.",Speaker(s): Novelist.,,,,,"Address, April 20, 1993.","Speaking to a capacity audience of over 2,000 people at Bailey Hall,
                a congenial and unrestrained Vonnegut expresses opinions on such varied topics as
                the importance of community, social justice, literature, the weather, educational
                reform, war, censorship, technology, TM, Charles Manson, and Perry Mason. He also
                reccounts his experiences as a Cornell undergraduate in the 1940s.",No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spencer T. and Ann W. Olin lectures.,,,CULectures,19991201120000.0,,,,,,01257cim a22002892u 4500
3604984,20151214183459.0,ss|lmnjluz|nuu,991101s1993 nyunnn l eng d,(OCoLC)63903805,NIC,NIC,NIC,,"Hascup, George.",,,,,,"What is good design, and do we see any on the Cornell
                campus?",,[sound recording],,,,,,,1993.,2 sound cassettes (83 min.) :,"analog, mono.","Speaker(s): Professor of architecture, Cornell.",,,,,"Lecture, June 12, 1993.","In his seminar, part of the 1993 Alumni Weekend, Hascup discusses
                various locations or structures on the Cornell campus which exhibit ""good
                design"" principles. Some of these locations include the Arts Quad, the Johnson
                Art Museum, the McGraw clock tower at Uris Library, the Law School buidlings, and
                the Performing Arts Center.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alumni reunion weekend.,,,CULectures,19991201120000.0,,,,,,01171cim a22002652u 4500
3605219,20151214183517.0,ss|lmnjluz|nuu,991101s1993 nyunnn l eng d,(OCoLC)63904248,NIC,NIC,NIC,,"Colomina, Beatriz.",,,,,,Modern architecture and the mass media,,[sound recording],,,,,,,1993.,1 sound cassette (73 min.) :,"analog, mono.","Speaker(s): Professor of architecture, Princeton
                University.",,Cornell Chronicle,10/21/93,p.9.,"Lecture, October 26, 1993, 5:30 pm, 200 Baker Laboratory.","Colomina examines the interplay between high and mass culture, and
                the influence of that interaction, along with the advertising techniques of the
                technological revolution, on modern architecture.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preston H. Thomas memorial lectures.,,,CULectures,19991201120000.0,,,,,,01227cim a22002892u 4500
3605332,20151214183527.0,ss|lmnjluz|nuu,991101s1994 nyunnn l eng d,(OCoLC)63904447,NIC,NIC,NIC,,"Nasr, Seyyed Hossein.",,,,,,,,,,,,,The hierarchy of Islamic arts,[sound recording],1994.,2 sound cassettes (137 min.) :,"analog, mono.","Speaker(s): University Professor of Islamic Studies, George
                Washington University; Andrew D. White Professor-at-Large, Cornell.",,,,,"Lecture, September 22, 1994, 4:30pm, 374 Rockefeller Hall.","In this second in a series of three lectures, Nasr first discusses
                the presence of calligraphy in Islamic art, as well as the extensive use of complex
                geometry in design. He then introduces the topic of hierarchy in Islamic art, noting
                that, as in the West, architecture is preeminent, while art that is closest to the
                individual, such as clothing, is secondary. He notes that Islamic
                architecture's primary function is to promote quiet or peace.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The philosophy and meaning of art in Islam.,CULectures,20000508120000.0,,,,,,01425cim a22002652u 4500
3605514,20151214183539.0,ss|lmnjluz|nuu,991101s1995 nyunnn l eng d,(OCoLC)63904840,NIC,NIC,NIC,,"Dao, Bei.",,,,,,Bei Dao and contemporary chinese poetry,,[sound recording],,,,,,,1995.,2 sound cassettes (102 min.) :,"analog, mono.","Speaker(s): Dao is a Chinese poet. Huang is from SUNY-Buffalo. Zhen,
                Gunther and Lazer are from the University of Alabama.","Bei Dao reads from his work. -- The reception of Chinese poetry in
                the U.S. -- Against the allegorical typology: new trends in contemporary Chinese
                poetry. -- Metamorphosing poetics: writing the body, writing the text. -- Character,
                self, and sumbol: the poetry of Che Qianzi and Bei Dao.",,,,"Reading and Panel, March 31, 1995, 8:00pm, HEC Aud., Goldwin
                Smith.","After four local scholars read one poem each by Bei Dau in English,
                the author reads his work in the original Chinese. Huang discusses the acceptance
                and interpretation of this and other Chinese poetry in the United States. Gunther
                comments on the body as a metaphor both within and without poetry. Zheng speaks on
                the course of general trends in contemporary Chinese poetry. Lazer elaborates on the
                visual structure of Chinese poetry in its original characters versus English
                translations (see handouts).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huang, Yunte.",,,,,,,"Past, present, future tense: a conference on contemporary
                poetry.",,,CULectures,19991201120000.0,,,,,,02546cim a22003372u 4500
3605543,20151214183541.0,ss|lmnjluz|nuu,991101s1995 nyunnn l eng d,(OCoLC)63904878,NIC,NIC,NIC,,"Glass, Philip.",,,,,,Phillip Glass discusses his work in theater and opera,,[sound recording],,,,,,,1995.,1 sound cassette (77 min.) :,"analog, mono.","Speaker(s): Internationally acclaimed composer and
                musician.",,,,,"Lecture, April 19, 1995, 8:00pm, Barnes Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,,,,,,00888cim a22002412u 4500
3605550,20151214183541.0,ss|lmnjluz|nuu,991101s1995 nyunnn l eng d,(OCoLC)63904888,NIC,NIC,NIC,,"Lanzmann, Claude.",,,,,,,,,A discussion with Claude Lanzmann about his films,[sound recording],,,,,1995.,2 sound cassettes (106 min.) :,"analog, mono.","Speaker(s): Noted French filmmaker (""Shoah"",
                ""Tsahal""); Clark Fellow (Cornell).",,,,,"Panel, April 27, 1995, 4:30pm, HEC Aud., GS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brinkley, Anthony.",,1939-,,,,,,,,CULectures,20000406120000.0,,,,,,01195cim a22003252u 4500
